64,2.5384
195,2.5384
312,2.5264
369,2.79
459,2.598
475,2.4949
686,2.5821
707,2.5357
788,2.6747
828,2.63
886,2.498
904,2.5589
934,2.6854
964,2.699
990,2.7393
994,3.3856
1120,2.4802
1184,2.788
1190,2.6442
1191,2.6442
1306,2.5762
1449,2.7894
1626,2.8285
1720,2.4717
1772,2.4225
1854,2.4717
2114,3.2427
2235,2.7746
2349,2.8839
2380,2.7386
2492,2.7423
2616,3.0628
2817,2.4555
2873,2.5816
2964,2.7765
3025,2.6892
3043,2.4496
3319,2.562
3329,2.4928
3330,2.8412
3373,2.4496
3509,2.5474
3535,2.6256
3559,2.4085
3608,2.4026
3642,2.451
3661,2.5784
3775,2.9612
3776,2.8727
4112,2.9961
4146,2.7852
4186,2.6664
4300,2.4496
4463,2.998
4516,3.0863
4533,2.522
4549,3.084
4587,2.5628
4629,2.7746
4644,2.9477
4809,2.631
4852,2.56
4939,2.5384
4983,2.5742
5072,2.4636
5145,2.4018
5275,2.6442
5425,2.4063
5453,2.7104
5599,3.2136
5680,2.6263
5704,2.4636
5769,2.7393
5804,3.1416
5886,2.8882
6049,2.4742
6109,3.1428
6339,2.6442
6383,2.8844
6777,3.0649
6782,3.1833
6855,2.4085
6969,3.2301
6979,3.112
6995,2.5504
7038,2.5183
7108,2.576
7228,2.4872
7259,2.499
7342,2.8503
7347,2.8989
7418,2.6895
7430,2.4266
7445,2.4381
7451,2.7613
7512,2.6805
7521,2.5096
7609,2.8827
7645,3.0697
7696,2.67
7729,2.9482
7795,3.5164
7806,2.4995
7844,2.4314
7852,2.4525
7854,2.4496
7904,2.4805
7954,2.504
8278,2.6895
8285,2.5877
8303,2.8827
8306,2.67
8341,2.5817
8407,2.696
8497,2.4203
8611,3.2734
8648,2.7966
8671,2.4108
8719,2.4063
8954,2.9282
9075,2.9399
9111,3.062
9189,2.8476
9201,2.9996
9292,2.9438
9299,2.4496
9337,3.2006
9447,2.8343
9516,2.9335
9558,2.6747
9564,3.074
9760,2.4717
9776,3.6352
9785,2.7739
9807,2.6293
9847,2.4121
9877,3.4805
9885,3.289
10046,2.663
10146,2.4109
10227,3.0483
10235,2.5224
10247,2.4928
10263,2.833
10291,2.631
10292,2.631
10311,2.8476
10414,2.9608
10474,2.6026
10513,2.4255
10575,3.3155
10631,2.6994
10677,2.9374
10807,3.138
10962,2.4393
11045,3.4651
11050,2.795
11064,2.4216
11112,3.0039
11116,2.8589
11247,2.9163
11398,2.4717
11512,2.6845
11514,3.1672
11520,2.4084
11610,2.4733
11669,2.4585
11683,2.4356
11736,2.4846
11783,3.4726
11966,2.7199
11998,2.4676
12153,2.7481
12289,3.2459
12291,2.9743
12351,2.9836
12357,2.8827
12358,2.8827
12456,3.0647
12543,2.9691
12560,2.5101
12638,3.3821
12771,2.8476
12834,2.8646
12869,2.6584
12929,2.7286
13142,2.5384
13248,3.0132
13359,2.4496
13582,2.6002
13829,2.5831
13923,2.658
13940,2.6086
13942,3.4016
14058,2.4655
14059,2.4655
14078,2.6949
14143,3.0533
14214,2.4717
14265,2.9545
14282,3.0134
14329,2.7104
14345,2.7318
14370,2.4255
14529,2.6585
14565,3.6103
14631,3.2302
14664,2.5936
14673,2.5351
14702,2.7656
14724,2.9713
14783,2.5543
15001,2.4729
15029,2.5589
15147,2.6269
15272,2.7104
15285,3.1199
15318,2.7433
15438,2.5351
15657,2.6442
15710,2.6809
15711,2.6809
15774,3.2303
15903,2.402
15939,2.9691
16206,3.1872
16231,2.5258
16267,2.6845
16324,3.1252
16326,2.5784
16400,2.6431
16477,2.4426
16586,3.1564
16587,3.3551
16606,2.4507
16813,2.7215
16826,2.5784
17080,2.4761
17081,2.501
17167,2.4272
17227,2.5068
17319,2.7
17346,2.9458
17445,2.4084
17452,2.5149
17763,2.8711
17764,2.5617
17783,3.2838
17856,2.4745
17879,2.6086
17927,2.9399
17983,2.5704
18034,2.5717
18063,2.9438
18064,3.094
18110,3.0483
18111,3.3597
18172,2.4671
18189,2.4744
18208,2.5362
18210,3.1998
18246,2.5385
18247,2.5288
18254,3.1501
18272,2.6151
18275,2.6151
18278,2.6151
18296,2.4011
18408,3.5655
18480,2.4717
18766,2.6442
18800,2.7777
18814,3.3337
18927,2.8318
19056,2.592
19061,2.6599
19158,2.6264
19207,3.5937
19208,2.4108
19437,2.4744
19519,2.8831
19666,2.6442
19735,2.4761
19782,2.6216
19806,2.5816
20049,2.4109
20214,2.8583
20280,2.4872
20488,2.521
20539,2.5908
20586,2.598
20650,2.7731
20710,2.422
20825,2.4717
20848,2.5987
20874,2.6177
20876,2.5134
20943,2.4533
21004,2.4717
21032,2.6573
21057,2.6867
21059,2.5619
21205,2.4596
21327,2.6739
21452,2.4733
21522,2.6895
21558,2.6803
21581,3.3316
21596,2.4717
21600,2.4717
21605,2.5068
21650,2.4717
21710,2.9257
21893,3.2594
22070,3.4886
22103,2.7386
22192,2.5224
22202,2.5771
22273,2.6895
22278,2.4533
22283,2.6823
22299,2.5235
22360,2.4541
22361,2.4541
22379,2.5457
22388,2.4544
22392,2.7356
22781,2.6355
22839,4.3046
22849,3.1798
22853,3.0584
22900,4.3046
22931,2.5097
23035,3.1387
23217,2.4255
23317,2.4665
23327,2.6747
23591,2.8238
23663,2.7894
23776,3.4982
23831,2.4499
23864,2.5589
23875,3.2558
23882,2.4248
24003,2.7862
24005,2.8164
24085,2.9645
24100,2.9724
24122,2.7169
24134,2.4701
24213,2.6805
24337,2.4314
24343,2.6578
24400,2.4749
24523,2.7777
24525,3.708
24588,2.4381
24591,2.5235
24659,2.6268
24665,3.5558
24699,2.9076
25004,2.5853
25030,2.4717
25098,2.4452
25174,2.4717
25222,3.5149
25378,2.4339
25414,3.0125
25442,2.5936
25462,2.8397
25597,2.4578
25608,3.044
25693,2.5775
25755,3.3485
25859,3.2034
25862,2.9482
25887,2.4102
25907,2.8488
25922,2.4018
26078,3.2922
26131,2.4761
26211,2.6747
26372,2.8478
26374,2.6888
26428,2.8509
26717,3.3225
27120,2.6442
27155,3.201
27180,2.501
27376,2.5665
27439,2.5704
27474,2.4859
27626,2.4496
27748,2.4717
27795,2.4717
28145,2.4744
28189,3.4845
28223,2.5248
28271,2.4496
28425,2.4948
28565,2.7286
28693,3.6301
28883,3.3331
29145,2.6371
29152,2.5482
29156,2.6371
29169,2.5482
29173,2.6294
29197,2.7565
29378,3.044
29449,2.6747
29493,2.6442
29522,2.63
29529,2.4525
29558,3.1145
29583,2.8285
29696,2.6747
29801,2.576
30020,2.4717
30227,3.022
30245,2.6442
30293,2.4172
30461,2.4496
30484,2.4356
30508,2.4671
30682,2.6442
30774,2.6007
30820,2.6602
30905,2.4255
31091,2.6151
31137,2.7252
31147,3.0546
31177,2.6278
31182,2.5767
31197,2.8004
31206,2.4391
31271,2.8285
31437,2.9529
31588,3.1874
31753,3.1674
31793,2.4872
31878,3.2106
31884,3.2106
31918,2.5309
32026,3.6028
32041,3.437
32094,2.5009
32095,2.4014
32261,2.5351
32499,2.7825
32512,2.4961
32524,2.4474
32528,2.987
32556,2.4474
32568,2.5096
32602,2.6747
32628,3.3485
32695,3.6103
32853,2.8646
32860,2.5056
32874,2.4665
33018,2.6803
33039,2.7862
33087,3.0743
33176,2.9562
