64,2.5384
195,2.5384
312,2.5264
459,2.598
475,2.4949
686,2.5821
707,2.5357
788,2.6747
904,2.5589
934,2.6854
964,2.699
994,3.3856
1120,2.4802
1306,2.5762
1720,2.4717
2114,3.2427
2235,2.7746
2380,2.7386
2492,2.7423
2616,3.0628
2817,2.4555
2964,2.7765
3025,2.6892
3043,2.4496
3373,2.4496
3509,2.5474
3559,2.4085
3661,2.5784
4186,2.6664
4516,3.0863
4549,3.084
4587,2.5628
4629,2.7746
4644,2.9477
4939,2.5384
4983,2.5742
5072,2.4636
5275,2.6442
5425,2.4063
5453,2.7104
5680,2.6263
5704,2.4636
5769,2.7393
5886,2.8882
6049,2.4742
6782,3.1833
6855,2.4085
7038,2.5183
7108,2.576
7228,2.4872
7259,2.499
7342,2.8503
7347,2.8989
7430,2.4266
7451,2.7613
7795,3.5164
7844,2.4314
7852,2.4525
7904,2.4805
7954,2.504
8278,2.6895
8303,2.8827
8341,2.5817
8497,2.4203
8648,2.7966
8719,2.4063
9189,2.8476
9292,2.9438
9447,2.8343
9516,2.9335
9807,2.6293
9877,3.4805
9885,3.289
10046,2.663
10235,2.5224
10247,2.4928
10311,2.8476
10474,2.6026
10513,2.4255
10575,3.3155
10677,2.9374
10807,3.138
10962,2.4393
11512,2.6845
11514,3.1672
11610,2.4733
11669,2.4585
11683,2.4356
11998,2.4676
12153,2.7481
12289,3.2459
12351,2.9836
12357,2.8827
12358,2.8827
12543,2.9691
12869,2.6584
12929,2.7286
13142,2.5384
13248,3.0132
13582,2.6002
13942,3.4016
14059,2.4655
14078,2.6949
14143,3.0533
14345,2.7318
14529,2.6585
14565,3.6103
14631,3.2302
14673,2.5351
14702,2.7656
15272,2.7104
15318,2.7433
15711,2.6809
15903,2.402
16206,3.1872
16267,2.6845
16477,2.4426
16813,2.7215
17080,2.4761
17763,2.8711
17764,2.5617
17856,2.4745
17983,2.5704
18111,3.3597
18189,2.4744
18208,2.5362
18246,2.5385
18247,2.5288
18254,3.1501
18272,2.6151
18278,2.6151
18296,2.4011
18408,3.5655
19056,2.592
19061,2.6599
19666,2.6442
19806,2.5816
20049,2.4109
20710,2.422
20825,2.4717
20876,2.5134
20943,2.4533
21032,2.6573
21059,2.5619
21452,2.4733
21596,2.4717
21600,2.4717
22070,3.4886
22103,2.7386
22202,2.5771
22273,2.6895
22278,2.4533
22283,2.6823
22299,2.5235
22360,2.4541
22379,2.5457
22392,2.7356
22781,2.6355
22839,4.3046
22849,3.1798
22853,3.0584
22931,2.5097
23035,3.1387
23217,2.4255
23663,2.7894
23776,3.4982
23864,2.5589
23882,2.4248
24005,2.8164
24122,2.7169
24134,2.4701
24213,2.6805
24337,2.4314
24343,2.6578
24400,2.4749
24525,3.708
24588,2.4381
24591,2.5235
24699,2.9076
25098,2.4452
25174,2.4717
25378,2.4339
25462,2.8397
25597,2.4578
25608,3.044
25693,2.5775
25755,3.3485
25859,3.2034
25887,2.4102
25907,2.8488
25922,2.4018
26131,2.4761
26372,2.8478
26374,2.6888
27155,3.201
27180,2.501
27376,2.5665
27748,2.4717
27795,2.4717
28271,2.4496
28565,2.7286
28693,3.6301
29145,2.6371
29156,2.6371
29173,2.6294
29378,3.044
29449,2.6747
29522,2.63
29558,3.1145
29583,2.8285
29696,2.6747
30227,3.022
30245,2.6442
30293,2.4172
30461,2.4496
30682,2.6442
30905,2.4255
31177,2.6278
31182,2.5767
31197,2.8004
31437,2.9529
31588,3.1874
31753,3.1674
31793,2.4872
32026,3.6028
32041,3.437
32095,2.4014
32512,2.4961
32556,2.4474
32628,3.3485
32695,3.6103
32860,2.5056
33183,2.9935
33331,2.8834
33658,2.4014
33890,2.5883
33906,3.9514
33909,2.8407
34037,3.2301
34360,2.4717
34546,2.4235
34649,2.4849
34680,2.4643
34824,2.6805
34843,2.5771
34964,3.1798
34966,3.1798
34968,3.1798
35010,2.44
35042,3.0644
35054,2.8285
35238,3.4651
35442,2.7753
35693,2.8218
35706,2.5858
35775,3.2838
35954,3.2136
36040,2.7788
36393,2.4124
36410,2.6805
36855,2.5708
36874,2.5554
37053,2.4311
37065,2.5776
37105,2.4745
37168,3.0862
37214,2.996
37595,2.4717
37694,2.4717
37983,2.4717
38200,2.4314
38378,2.501
38411,2.571
38412,2.5749
38648,2.4655
38696,2.6442
38754,2.4336
38957,3.0039
39123,2.6436
39174,2.6531
39234,2.8676
39320,2.6086
39481,2.4885
39869,2.9648
40192,2.4085
41053,2.5417
41232,2.5936
41617,2.5009
41726,2.4642
41907,2.4717
41985,2.5762
42143,2.5707
42189,2.4251
42222,2.5737
42251,2.7393
42313,2.4643
42506,2.4744
42563,3.044
42635,2.6747
42955,2.4139
43054,2.6895
43382,2.4622
43564,2.6747
43838,2.4717
43842,2.4717
43858,2.4717
43976,3.3837
44029,2.6895
44181,2.4717
44466,3.1416
44530,2.422
44682,2.4665
44861,2.6747
44916,2.668
44958,3.1529
44998,2.4717
45146,2.8285
45432,2.8701
45752,3.4417
45910,2.5224
45911,2.4717
46004,2.7721
46020,2.6747
46108,2.598
46407,2.562
46432,3.3777
46473,2.4642
46630,2.6747
46631,2.8982
46728,2.6294
46798,2.4067
46837,2.4699
47015,2.5235
47126,2.4717
47195,2.4356
47231,2.5775
47299,2.4717
47500,2.4028
47536,2.6513
48071,2.6442
48074,2.705
48306,2.6747
48371,2.6747
48561,2.4717
48763,2.7171
48788,2.4541
48807,2.4717
49012,3.2826
49047,2.7368
49213,2.5291
49373,2.5697
49434,2.809
49458,2.4706
49504,2.41
49838,3.1404
49871,2.6385
50107,2.4496
50174,2.4108
50289,2.7366
50698,2.4028
50814,2.4084
50815,2.6279
50842,2.7393
50982,2.4251
51139,2.8646
51221,2.461
51307,3.2249
51377,2.4496
51789,2.883
51956,2.5171
52205,3.0809
52384,2.7199
52433,2.7032
52439,2.9836
52450,2.4643
52485,4.1179
52499,2.6747
52952,2.4428
53042,2.5532
53068,2.6461
53234,2.7811
53245,2.6224
53684,3.2922
53782,2.8295
54152,2.833
54159,2.8232
54179,2.7849
54281,2.4872
54312,2.8232
54443,2.8285
54444,2.6442
54528,2.6139
54621,2.6747
54811,2.5617
54852,2.4701
54953,2.4729
54955,2.5737
55258,2.4323
55983,2.7593
56260,3.2301
56414,2.56
56454,2.8805
56499,2.4717
56730,2.7102
56914,2.9711
56918,3.1833
56931,2.8714
56935,2.8714
56937,3.0656
56948,2.4643
56953,3.8393
57143,3.2132
57158,2.4321
57241,2.7825
57323,2.9751
57891,2.5706
58051,2.5171
58066,2.6805
58137,2.4279
58161,3.9516
58516,2.7386
58517,2.7386
58536,2.6216
58704,2.7438
58787,2.699
59012,2.5867
59128,2.9051
59201,2.7966
59231,2.9008
59287,2.4349
59474,2.5417
60031,2.9163
60334,2.705
60343,3.4057
60406,2.9067
60689,2.5447
60701,2.562
60713,2.5681
60714,2.6526
60723,2.6182
61121,2.4266
61165,2.5225
61200,2.5139
61539,3.181
61715,2.7438
61891,3.5173
61974,2.4717
62092,2.4717
62116,2.4255
62135,2.7296
62296,2.8061
62342,2.6442
62390,3.2188
62391,2.6293
62851,2.5384
63181,2.6749
63219,2.6385
63292,3.2956
63316,3.1433
63486,3.2114
63495,2.4928
63831,2.4717
63900,2.4045
64034,2.5417
